c_custkey,c_name,c_address,c_city,c_nation,c_region,c_phone,c_mktsegment
218,Customer#000000218,s5ZlojM8zMytdk2Mj8r9,EGYPT    7,EGYPT,MIDDLE EAST,14-943-141-5174,MACHINERY
219,Customer#000000219,"N7HIf0,MtChIqMY5aCsXnBbK",IRAQ     8,IRAQ,MIDDLE EAST,21-424-990-1743,AUTOMOBILE
220,Customer#000000220,8P6j5K,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-993-368-5047,BUILDING
221,Customer#000000221,AIBdtubcMvLS,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-901-460-2033,BUILDING
222,Customer#000000222,LqbGlIvu3Z2ArY2BUrliMfN,ARGENTINA8,ARGENTINA,AMERICA,11-410-801-1644,BUILDING
223,Customer#000000223,MyQxUcG0P QC,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-109-430-5638,BUILDING
224,Customer#000000224,"XyohwMX,4QLkLQOBOqAEMoB",MOROCCO  0,MOROCCO,AFRICA,25-454-124-5859,BUILDING
225,Customer#000000225,ZjlGZn,JORDAN   1,JORDAN,MIDDLE EAST,23-492-863-1129,AUTOMOBILE
226,Customer#000000226,"8CmEAqR,Les7GfAum",CANADA   4,CANADA,AMERICA,13-762-328-7631,AUTOMOBILE
227,Customer#000000227,UvFBmqzvy3qbdcn,JORDAN   0,JORDAN,MIDDLE EAST,23-196-343-6537,MACHINERY
228,Customer#000000228,rZ1wxvHNByT71bUJWZjXMDRO,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-108-680-4317,FURNITURE
229,Customer#000000229,9PwHuLEvtWyUgzZmjTF,ARGENTINA5,ARGENTINA,AMERICA,11-404-707-6095,BUILDING
230,Customer#000000230,pD9SuzXe2Aj,VIETNAM  8,VIETNAM,ASIA,31-408-548-6806,MACHINERY
231,Customer#000000231,5lcJkS1RCJaNz,IRAN     8,IRAN,MIDDLE EAST,20-495-591-5384,BUILDING
232,Customer#000000232,DqRC0Y2c3xZ sgceNN0OvB,RUSSIA   7,RUSSIA,EUROPE,32-264-864-8387,HOUSEHOLD
233,Customer#000000233,FlEWVw1T 5X5,CANADA   6,CANADA,AMERICA,13-624-307-4875,FURNITURE
234,Customer#000000234,jftxhQIu5EAdm5u ,CHINA    8,CHINA,ASIA,28-637-803-7812,AUTOMOBILE
235,Customer#000000235,"QB, iqeJWLfN",CANADA   8,CANADA,AMERICA,13-700-242-6347,AUTOMOBILE
236,Customer#000000236,"HO40Ef, Ji yqO5RCFZ",KENYA    4,KENYA,AFRICA,24-181-313-6281,AUTOMOBILE
237,Customer#000000237,arNysEpV,ROMANIA  1,ROMANIA,EUROPE,29-572-730-8324,HOUSEHOLD
238,Customer#000000238,"zm,F5hgXysWqkYrkQFY",MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-919-192-7197,HOUSEHOLD
239,Customer#000000239,wSM9EfcE67I5cGxPPLO,INDONESIA3,INDONESIA,ASIA,19-435-825-7973,FURNITURE
240,Customer#000000240,93LMmdv91z4q y2YoV64B3K,INDONESIA6,INDONESIA,ASIA,19-802-156-1748,MACHINERY
241,Customer#000000241,mpxvjHb9WV0cwD1EqMsO,INDONESIA1,INDONESIA,ASIA,19-556-695-9964,AUTOMOBILE
242,Customer#000000242,RBKsgYj4qHhjlyMiZU7,CANADA   0,CANADA,AMERICA,13-272-126-1413,MACHINERY
243,Customer#000000243,zMYlcESuh,GERMANY  1,GERMANY,EUROPE,17-979-584-7928,AUTOMOBILE
244,Customer#000000244,mp5PoCm5QlRbSgCL,MOROCCO  4,MOROCCO,AFRICA,25-285-410-4046,HOUSEHOLD
245,Customer#000000245,jzMlidTH7kc7sqN2b,JAPAN    7,JAPAN,ASIA,22-125-871-9246,MACHINERY
246,Customer#000000246,5 9690OzUIuBECBwvRtRz,MOROCCO  2,MOROCCO,AFRICA,25-766-714-9136,AUTOMOBILE
247,Customer#000000247,eSAW4XaakYF,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-645-447-3944,HOUSEHOLD
248,Customer#000000248,FK7ZVASQ,IRAN     9,IRAN,MIDDLE EAST,20-655-714-7125,FURNITURE
249,Customer#000000249,04mYLK3THYyIwQjq lx,CANADA   6,CANADA,AMERICA,13-718-798-7751,MACHINERY
250,Customer#000000250,SJILXuILUsTvSB4T,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-546-203-4000,FURNITURE
251,Customer#000000251,"2RLNaFw,ToYGrJuwyRDOKJxa",JORDAN   9,JORDAN,MIDDLE EAST,23-678-843-9850,HOUSEHOLD
252,Customer#000000252,OPZPbmlru6Hh2swnX,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-252-941-6247,FURNITURE
253,Customer#000000253,EQktiab,MOROCCO  8,MOROCCO,AFRICA,25-869-161-3468,AUTOMOBILE
254,Customer#000000254,xa0BmteaQlLh,ARGENTINA7,ARGENTINA,AMERICA,11-544-967-2382,MACHINERY
255,Customer#000000255,"jS4sR hp17Emlk,",CANADA   4,CANADA,AMERICA,13-379-392-2701,BUILDING
256,Customer#000000256,"NhUqKL2JS,iems1e",IRAN     0,IRAN,MIDDLE EAST,20-336-316-9641,HOUSEHOLD
257,Customer#000000257,gtiQYVm,GERMANY  4,GERMANY,EUROPE,17-856-649-3113,AUTOMOBILE
258,Customer#000000258,U5PqnNGSA2Nsa2,JAPAN    4,JAPAN,ASIA,22-509-453-8977,MACHINERY
259,Customer#000000259,HvJRITU4HZ2AZWDw,ETHIOPIA 4,ETHIOPIA,AFRICA,15-379-135-4463,HOUSEHOLD
260,Customer#000000260,p j2YtuW,ARGENTINA4,ARGENTINA,AMERICA,11-895-319-1388,MACHINERY
261,Customer#000000261,O3G5IT,JAPAN    7,JAPAN,ASIA,22-939-734-5650,AUTOMOBILE
262,Customer#000000262,oO6cqmpuexTCkgw,EGYPT    9,EGYPT,MIDDLE EAST,14-479-479-6941,AUTOMOBILE
263,Customer#000000263,3YBuMl4G7tRA,ARGENTINA3,ARGENTINA,AMERICA,11-801-392-5922,FURNITURE
264,Customer#000000264,ZWqGIvPW,IRAQ     1,IRAQ,MIDDLE EAST,21-897-966-6672,MACHINERY
265,Customer#000000265, yJIACHUobrgPnTqp8sRy,PERU     1,PERU,AMERICA,27-245-153-1471,MACHINERY
266,Customer#000000266,68im yIeNnxHnQ7buG,ALGERIA  0,ALGERIA,AFRICA,10-436-285-7224,HOUSEHOLD
267,Customer#000000267,NFTrP3sHZ69BU7VJXgBL2,MOROCCO  9,MOROCCO,AFRICA,25-522-194-4543,AUTOMOBILE
268,Customer#000000268,"zG8faDcBLcRU,ZIzQN,VnOd",CANADA   4,CANADA,AMERICA,13-850-421-3334,MACHINERY
269,Customer#000000269,iTGflSIbcarrTo5wqEa9CvL1,KENYA    2,KENYA,AFRICA,24-379-344-7132,MACHINERY
270,Customer#000000270,1 Nj5wdg3,GERMANY  9,GERMANY,EUROPE,17-953-532-5903,AUTOMOBILE
271,Customer#000000271,d0jOM6Xr3,FRANCE   8,FRANCE,EUROPE,16-933-714-8982,MACHINERY
272,Customer#000000272,s2nHgCH3mM,BRAZIL   1,BRAZIL,AMERICA,12-357-139-7164,MACHINERY
273,Customer#000000273, cq0QGJqvZI,BRAZIL   1,BRAZIL,AMERICA,12-375-385-5712,FURNITURE
274,Customer#000000274,RNMz3wdxEDcAzgK mZ,ROMANIA  1,ROMANIA,EUROPE,29-886-494-4217,FURNITURE
275,Customer#000000275,fZ6o7h 1,RUSSIA   3,RUSSIA,EUROPE,32-146-810-5423,AUTOMOBILE
276,Customer#000000276,J84um8me,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-320-481-3076,AUTOMOBILE
277,Customer#000000277,"q4kzaNwjG,qL9h",UNITED KI4,UNITED KINGDOM,EUROPE,33-400-912-7812,BUILDING
278,Customer#000000278,XHAfHlrYQ,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-465-180-9022,BUILDING
279,Customer#000000279,"SyY4C,HgZ73DnkKVcn8elLZ4",INDONESIA4,INDONESIA,ASIA,19-878-466-6505,AUTOMOBILE
280,Customer#000000280,YLnIkFdU,IRAQ     3,IRAQ,MIDDLE EAST,21-763-990-8618,BUILDING
281,Customer#000000281,vVKhSjkEYl,FRANCE   3,FRANCE,EUROPE,16-127-261-7876,BUILDING
282,Customer#000000282,wOoO0stZRRVn,CHINA    6,CHINA,ASIA,28-437-842-6799,HOUSEHOLD
283,Customer#000000283,Itzjny7g6g3mHNpKyirfB7y,GERMANY  4,GERMANY,EUROPE,17-526-239-6950,AUTOMOBILE
284,Customer#000000284,Z1KqGRpKPURIKc9Mi,FRANCE   1,FRANCE,EUROPE,16-483-489-6172,AUTOMOBILE
285,Customer#000000285,rB6fTQKle64k3MvCCatad,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-874-471-4903,FURNITURE
286,Customer#000000286,UrTx5o BG4,RUSSIA   9,RUSSIA,EUROPE,32-771-691-7229,HOUSEHOLD
287,Customer#000000287,"h7zQ7rh9o,Ne2GtmET",EGYPT    6,EGYPT,MIDDLE EAST,14-136-651-8293,MACHINERY
288,Customer#000000288,NmzV wORq,BRAZIL   4,BRAZIL,AMERICA,12-855-455-1154,HOUSEHOLD
289,Customer#000000289,"e6IFMKK,D5dGgXg,84,0qqj",IRAN     8,IRAN,MIDDLE EAST,20-625-369-6714,AUTOMOBILE
290,Customer#000000290,TcFb7SkrS6B53E5,EGYPT    8,EGYPT,MIDDLE EAST,14-938-708-4678,MACHINERY
291,Customer#000000291,2FfdPluDa,INDIA    7,INDIA,ASIA,18-439-958-7518,HOUSEHOLD
292,Customer#000000292,Ko3JXxuo,IRAQ     3,IRAQ,MIDDLE EAST,21-589-784-1249,HOUSEHOLD
293,Customer#000000293,UtDv3UF1XCZOEq49G,BRAZIL   0,BRAZIL,AMERICA,12-827-724-6816,MACHINERY
294,Customer#000000294,K8QdAjZbYiumlj2,CHINA    4,CHINA,ASIA,28-844-679-1540,BUILDING
295,Customer#000000295,FGUWRjjUDHaZWvC851ZOvy,ALGERIA  6,ALGERIA,AFRICA,10-933-819-2037,HOUSEHOLD
296,Customer#000000296,XMtAGZsBKWFr5rh,MOROCCO  6,MOROCCO,AFRICA,25-425-565-3199,BUILDING
297,Customer#000000297,KsK0W0,MOROCCO  6,MOROCCO,AFRICA,25-988-776-4568,HOUSEHOLD
298,Customer#000000298,IlglXwrSQMLmoKTFb0Ay,VIETNAM  7,VIETNAM,ASIA,31-265-738-4361,BUILDING
299,Customer#000000299,"YlXa,M7GHix",EGYPT    3,EGYPT,MIDDLE EAST,14-594-534-9654,HOUSEHOLD
300,Customer#000000300,"j,LhLDU",GERMANY  3,GERMANY,EUROPE,17-422-328-1612,AUTOMOBILE
301,Customer#000000301,mylARpKK,GERMANY  3,GERMANY,EUROPE,17-202-667-4372,HOUSEHOLD
302,Customer#000000302,PhXOjDqHqIRu7,EGYPT    3,EGYPT,MIDDLE EAST,14-209-883-5797,MACHINERY
303,Customer#000000303,"WB8v,diCd9PBt7mniZK1",CANADA   6,CANADA,AMERICA,13-706-779-2078,AUTOMOBILE
304,Customer#000000304,pIFwPYGS,ALGERIA  1,ALGERIA,AFRICA,10-940-929-4572,MACHINERY
305,Customer#000000305,vSGOF1,IRAQ     2,IRAQ,MIDDLE EAST,21-803-156-2231,FURNITURE
306,Customer#000000306,rnCcmj VQaPfiCki,IRAN     6,IRAN,MIDDLE EAST,20-594-569-6627,AUTOMOBILE
307,Customer#000000307,vwGhZY,JORDAN   8,JORDAN,MIDDLE EAST,23-501-816-7673,FURNITURE
308,Customer#000000308,PR4xdqIm2EluMp,INDONESIA3,INDONESIA,ASIA,19-814-669-9320,HOUSEHOLD
309,Customer#000000309,VhKWmp58,VIETNAM  1,VIETNAM,ASIA,31-717-350-9722,FURNITURE
310,Customer#000000310,b1DOVFGfibKUhk tOjE9,ARGENTINA6,ARGENTINA,AMERICA,11-899-463-4292,FURNITURE
311,Customer#000000311,OwBdqaFMXEaZRknXzYKB,UNITED KI0,UNITED KINGDOM,EUROPE,33-121-746-7339,AUTOMOBILE
312,Customer#000000312,PjU3xP,FRANCE   9,FRANCE,EUROPE,16-348-437-3105,AUTOMOBILE
313,Customer#000000313,rtVYwp 73z9EBT7FaZ,ALGERIA  3,ALGERIA,AFRICA,10-500-946-3315,HOUSEHOLD
314,Customer#000000314,T0yN762k2C39QqgwkrUQohD,JORDAN   5,JORDAN,MIDDLE EAST,23-915-758-7313,MACHINERY
315,Customer#000000315,C3Qgg8o7tOs6iXyLFpQ4aIEC,GERMANY  3,GERMANY,EUROPE,17-452-398-2445,FURNITURE
316,Customer#000000316,tmrNdY,INDIA    2,INDIA,ASIA,18-511-587-8754,MACHINERY
317,Customer#000000317,ycMxfT,ROMANIA  2,ROMANIA,EUROPE,29-100-917-5264,HOUSEHOLD
318,Customer#000000318,cyhaD0jH2y9JPZLZx272q,ALGERIA  8,ALGERIA,AFRICA,10-992-318-6425,HOUSEHOLD
319,Customer#000000319,s6aVEmXz,FRANCE   1,FRANCE,EUROPE,16-537-180-2200,FURNITURE
320,Customer#000000320,CcS 49,JAPAN    6,JAPAN,ASIA,22-905-464-3299,MACHINERY
321,Customer#000000321,LX0SKs3jqo9wH1yixId,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-765-936-2316,FURNITURE
322,Customer#000000322,Q49touHj,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-945-916-9648,HOUSEHOLD
323,Customer#000000323,2fD51so39I,CHINA    3,CHINA,ASIA,28-476-142-5086,AUTOMOBILE
324,Customer#000000324,MI4ZDVNf85aG3HTH6ZTUT,BRAZIL   1,BRAZIL,AMERICA,12-518-232-9865,FURNITURE
325,Customer#000000325,2riWXxFXyQYI2EH4dQ8esN,MOROCCO  7,MOROCCO,AFRICA,25-753-609-6699,HOUSEHOLD
326,Customer#000000326,"E4nc7KU3,ZSBLpy6XIGqp21",BRAZIL   6,BRAZIL,AMERICA,12-783-803-1329,HOUSEHOLD
327,Customer#000000327,"7tgxFwLdD3XFWPQ,wayv",INDIA    0,INDIA,ASIA,18-332-891-1391,MACHINERY
328,Customer#000000328,"SBxrHZjCmL,xJI2YHu",ETHIOPIA 7,ETHIOPIA,AFRICA,15-508-509-6393,BUILDING
329,Customer#000000329,VT U3Eiu65LqOX,IRAQ     5,IRAQ,MIDDLE EAST,21-487-459-1026,BUILDING
330,Customer#000000330,7LdPT8Ro7o,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-562-904-5451,MACHINERY
331,Customer#000000331,7KrMYjpPF0ghx,ETHIOPIA 4,ETHIOPIA,AFRICA,15-349-498-1720,AUTOMOBILE
332,Customer#000000332,"iLCzA1kUsIRKTe,XiwouU",RUSSIA   3,RUSSIA,EUROPE,32-300-708-7927,HOUSEHOLD
333,Customer#000000333,KMIFCl2zr2NtTdgKmlCIe,IRAQ     5,IRAQ,MIDDLE EAST,21-623-803-8018,AUTOMOBILE
334,Customer#000000334,dbdZdUyWQa,EGYPT    7,EGYPT,MIDDLE EAST,14-119-576-7222,BUILDING
335,Customer#000000335,OYho2g YlRzoZq1,VIETNAM  8,VIETNAM,ASIA,31-724-445-8323,HOUSEHOLD
336,Customer#000000336,"uorst,IUqkADtG",BRAZIL   2,BRAZIL,AMERICA,12-100-538-9635,AUTOMOBILE
337,Customer#000000337,"nFx97GcWBmUx,38hgtwgx5",ALGERIA  4,ALGERIA,AFRICA,10-869-990-3946,MACHINERY
338,Customer#000000338,"sQI2qN4Ki,DGk8hxTcKwhAe",UNITED KI3,UNITED KINGDOM,EUROPE,33-157-321-7590,FURNITURE
339,Customer#000000339,I6zZiFYSPCjNxkJCVwPg,UNITED ST0,UNITED STATES,AMERICA,34-627-844-1293,HOUSEHOLD
340,Customer#000000340,59Db haEqEDeaKjbm9C5d,BRAZIL   0,BRAZIL,AMERICA,12-958-573-1004,BUILDING
341,Customer#000000341,X0saLGNY25S78MdLo8,INDONESIA2,INDONESIA,ASIA,19-745-875-1061,FURNITURE
342,Customer#000000342,9BnnN7L QmrL,CHINA    5,CHINA,ASIA,28-560-449-7675,AUTOMOBILE
343,Customer#000000343,NHww8ejiGh6ESiZtB,CANADA   8,CANADA,AMERICA,13-483-251-8603,HOUSEHOLD
344,Customer#000000344,2QzOS1,BRAZIL   4,BRAZIL,AMERICA,12-485-139-5142,FURNITURE
345,Customer#000000345,OklgrjobguEzqsF4W62c7,INDONESIA8,INDONESIA,ASIA,19-542-662-1673,AUTOMOBILE
346,Customer#000000346,hUZ8wjxMXmFOvLMG0TLRzc,BRAZIL   2,BRAZIL,AMERICA,12-152-357-9762,FURNITURE
347,Customer#000000347,B97T4a DtG,ARGENTINA1,ARGENTINA,AMERICA,11-838-393-6825,BUILDING
348,Customer#000000348,"PIbTp5GJcM,iPP5lFA",JORDAN   3,JORDAN,MIDDLE EAST,23-125-968-3750,HOUSEHOLD
349,Customer#000000349,"xHhpHvH4RxD91b,ZD8rBV32",UNITED KI9,UNITED KINGDOM,EUROPE,33-391-316-1861,BUILDING
350,Customer#000000350,lrwpel5EickFTyO,MOROCCO  5,MOROCCO,AFRICA,25-849-760-2017,BUILDING
351,Customer#000000351,oMXVjvZa,GERMANY  3,GERMANY,EUROPE,17-813-916-8297,AUTOMOBILE
352,Customer#000000352,kAJimWk97g0Oly4Ch6ame6W,INDONESIA4,INDONESIA,ASIA,19-527-524-9172,HOUSEHOLD
353,Customer#000000353,NLykoFfWPVAqgNw,IRAN     6,IRAN,MIDDLE EAST,20-829-961-2870,BUILDING
354,Customer#000000354," 5X4Kxhq,",BRAZIL   9,BRAZIL,AMERICA,12-639-437-3775,BUILDING
355,Customer#000000355,"Z,V X4KR14",KENYA    4,KENYA,AFRICA,24-918-863-8880,FURNITURE
356,Customer#000000356,S9Ld37hIwg8CDf,IRAN     0,IRAN,MIDDLE EAST,20-627-947-8311,FURNITURE
357,Customer#000000357,"GYo,3HNIPWzWrAgm6",CHINA    4,CHINA,ASIA,28-941-553-8245,AUTOMOBILE
358,Customer#000000358,mrrsrIBFB6h4sZjET,ETHIOPIA 5,ETHIOPIA,AFRICA,15-455-954-2914,MACHINERY
359,Customer#000000359,"tWF6jSzzOXhYv,6",KENYA    7,KENYA,AFRICA,24-546-329-6898,FURNITURE
360,Customer#000000360,90UQHunlcX,PERU     8,PERU,AMERICA,27-664-604-8633,FURNITURE
361,Customer#000000361,"G,lSHfh5",SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-989-463-6089,BUILDING
362,Customer#000000362,"7zO5,08d d8n",PERU     1,PERU,AMERICA,27-792-232-1645,AUTOMOBILE
363,Customer#000000363,ZgCJrF2q9J 5OlD07YqP,PERU     6,PERU,AMERICA,27-921-332-7635,HOUSEHOLD
364,Customer#000000364,9aXPVbVcy FE1HhTTyA0DZ7,UNITED KI8,UNITED KINGDOM,EUROPE,33-974-772-2802,HOUSEHOLD
365,Customer#000000365,bI19ss,UNITED ST5,UNITED STATES,AMERICA,34-893-735-6415,HOUSEHOLD
366,Customer#000000366,CbaMGz8LDVWqoTzS89lG,CANADA   6,CANADA,AMERICA,13-539-933-5176,MACHINERY
367,Customer#000000367,u1QnCn1oAyZ5e75h,JORDAN   9,JORDAN,MIDDLE EAST,23-687-917-3598,HOUSEHOLD
368,Customer#000000368,SBr9MmqWLzNg,RUSSIA   0,RUSSIA,EUROPE,32-470-740-2657,MACHINERY
369,Customer#000000369,LMZ3JLiXqnjGwf Wkb,INDIA    9,INDIA,ASIA,18-148-790-2039,FURNITURE
370,Customer#000000370,DtqbDO,JAPAN    1,JAPAN,ASIA,22-266-486-1615,FURNITURE
371,Customer#000000371,ODuHo3vJx8kurRg4,RUSSIA   9,RUSSIA,EUROPE,32-256-718-6928,AUTOMOBILE
372,Customer#000000372,Rgbed2LPK5,ROMANIA  5,ROMANIA,EUROPE,29-405-229-6174,MACHINERY
373,Customer#000000373,ZJ arwjGPQeFhos30E5GyKei,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-749-928-5415,MACHINERY
374,Customer#000000374,MKWMGG6Z0,RUSSIA   7,RUSSIA,EUROPE,32-473-948-7149,AUTOMOBILE
375,Customer#000000375,NVXhqomMkwf,MOROCCO  5,MOROCCO,AFRICA,25-428-220-2070,HOUSEHOLD
376,Customer#000000376,Xdvzwma6r7XE8Ksx6Z9,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-436-660-4732,AUTOMOBILE
377,Customer#000000377,"cqWFMxJtn0aw ,hkaW",UNITED KI8,UNITED KINGDOM,EUROPE,33-602-807-5055,MACHINERY
378,Customer#000000378,",XXzyBeRrf80QYp9FPEWSr",RUSSIA   6,RUSSIA,EUROPE,32-261-243-2624,BUILDING
379,Customer#000000379,zXasoM0AZdQz,GERMANY  7,GERMANY,EUROPE,17-113-574-4962,AUTOMOBILE
380,Customer#000000380,EYvXhOZPIBwioPc6K m,VIETNAM  6,VIETNAM,ASIA,31-572-281-8212,BUILDING
381,Customer#000000381,wXs5zN2nPH,ETHIOPIA 3,ETHIOPIA,AFRICA,15-202-962-8429,BUILDING
382,Customer#000000382,7NKqeREgVhE8tGq11bL9,INDIA    5,INDIA,ASIA,18-460-986-9418,AUTOMOBILE
383,Customer#000000383,Jpij2L3w5nCxUAAUlFA,BRAZIL   6,BRAZIL,AMERICA,12-283-610-6143,MACHINERY
384,Customer#000000384,HnnePYefrD78xY8ETo,INDONESIA3,INDONESIA,ASIA,19-247-588-5181,HOUSEHOLD
385,Customer#000000385,thwbiZW78bCIls2,CANADA   8,CANADA,AMERICA,13-408-194-5161,AUTOMOBILE
386,Customer#000000386,oMauzpuIu7T9aTh6UEN,UNITED ST4,UNITED STATES,AMERICA,34-537-225-3800,BUILDING
387,Customer#000000387,"3HrRK,Edx,0Ag9G",CHINA    9,CHINA,ASIA,28-887-394-2506,HOUSEHOLD
388,Customer#000000388,O5WFAnxL,GERMANY  2,GERMANY,EUROPE,17-862-722-3298,HOUSEHOLD
389,Customer#000000389,"JHSgdf,0j9xiwDw3rvSH",INDONESIA9,INDONESIA,ASIA,19-646-819-6827,AUTOMOBILE
390,Customer#000000390,"ezOX521D5zw,E",EGYPT    1,EGYPT,MIDDLE EAST,14-403-137-1064,HOUSEHOLD
391,Customer#000000391,"BZ,850WgpZ0",IRAQ     4,IRAQ,MIDDLE EAST,21-977-971-6175,HOUSEHOLD
392,Customer#000000392,kTeUhd,PERU     8,PERU,AMERICA,27-262-535-3924,BUILDING
393,Customer#000000393,a8mfzH5WWiYfl,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-494-757-5759,FURNITURE
394,Customer#000000394,Eu4ZHz0eawjEN rtTYKqzZ,UNITED KI3,UNITED KINGDOM,EUROPE,33-638-159-5836,MACHINERY
395,Customer#000000395,"Q,U KV",MOROCCO  5,MOROCCO,AFRICA,25-272-700-1002,HOUSEHOLD
396,Customer#000000396,FImThAoNkBbGlWs3hYTyq,RUSSIA   5,RUSSIA,EUROPE,32-902-625-1946,BUILDING
397,Customer#000000397,ns9YphhS,GERMANY  8,GERMANY,EUROPE,17-218-645-5219,FURNITURE
398,Customer#000000398,PARdEzi7WPVhpSfUR,MOROCCO  9,MOROCCO,AFRICA,25-951-935-6514,HOUSEHOLD
399,Customer#000000399,2pwseRUdZvOokQbFkZXu6x,INDIA    6,INDIA,ASIA,18-876-956-1302,BUILDING
400,Customer#000000400,"7YXst,TmbuB",KENYA    2,KENYA,AFRICA,24-730-275-2976,BUILDING
401,Customer#000000401,RgqfilVYUchWwMaM6,ROMANIA  9,ROMANIA,EUROPE,29-389-986-4741,BUILDING
402,Customer#000000402,"TovWB,EZKg356KCFGqA",FRANCE   5,FRANCE,EUROPE,16-973-622-6579,AUTOMOBILE
403,Customer#000000403,S0p52NKLGlg,KENYA    1,KENYA,AFRICA,24-716-397-1854,HOUSEHOLD
404,Customer#000000404,"ZC Kwgh,VHdweYRZE",RUSSIA   2,RUSSIA,EUROPE,32-676-152-4849,BUILDING
405,Customer#000000405,"Foadj, hyAIHaRbJQxOYQ1 ",IRAN     8,IRAN,MIDDLE EAST,20-149-373-9093,MACHINERY
406,Customer#000000406,IZLckS4zi Zhi,INDONESIA1,INDONESIA,ASIA,19-364-780-5932,FURNITURE
407,Customer#000000407,PLobRQm,ARGENTINA1,ARGENTINA,AMERICA,11-790-843-5283,MACHINERY
408,Customer#000000408,8pHPXF0XQMRWhybTXXjn,IRAN     8,IRAN,MIDDLE EAST,20-115-571-7897,BUILDING
409,Customer#000000409,Fy eIowaud tZoH0P6Wi8m4V,IRAQ     6,IRAQ,MIDDLE EAST,21-132-906-1117,FURNITURE
410,Customer#000000410,E2QGYyraR0L,GERMANY  6,GERMANY,EUROPE,17-221-463-3776,BUILDING
411,Customer#000000411,"6XM0l4VuV, OzantyV0m9uL",CHINA    8,CHINA,ASIA,28-736-809-3168,HOUSEHOLD
412,Customer#000000412,WidY21a JniY2p5lgInPfBs,RUSSIA   6,RUSSIA,EUROPE,32-535-551-6255,BUILDING
413,Customer#000000413,"1WhEVe, xJio",FRANCE   3,FRANCE,EUROPE,16-725-599-1183,FURNITURE
414,Customer#000000414,JWRn4jUZqlQr,ROMANIA  8,ROMANIA,EUROPE,29-553-425-9152,AUTOMOBILE
415,Customer#000000415,YXWHoaI6,UNITED KI6,UNITED KINGDOM,EUROPE,33-134-926-5391,FURNITURE
416,Customer#000000416,METjTHUz2J,JAPAN    1,JAPAN,ASIA,22-683-368-2994,MACHINERY
417,Customer#000000417,4Xfe8CiDWlLHKhuG,IRAQ     0,IRAQ,MIDDLE EAST,21-593-941-5690,BUILDING
418,Customer#000000418,"1M,ASZN crAK5j3k h",ETHIOPIA 6,ETHIOPIA,AFRICA,15-450-764-4871,FURNITURE
419,Customer#000000419,LwP1diW65prCVtc2Y,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-502-683-3413,BUILDING
420,Customer#000000420,"k5,2pTYe4",SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-692-286-8158,BUILDING
421,Customer#000000421,JyXE6GG1q,JORDAN   5,JORDAN,MIDDLE EAST,23-469-554-5196,FURNITURE
422,Customer#000000422,rtds1qwEinDWYhyIbRusRgXB,INDONESIA0,INDONESIA,ASIA,19-733-553-2195,HOUSEHOLD
423,Customer#000000423,3YprmQcKXR,JORDAN   3,JORDAN,MIDDLE EAST,23-960-306-5136,BUILDING
424,Customer#000000424,JWOLXHE9mRj,ROMANIA  8,ROMANIA,EUROPE,29-508-779-7822,HOUSEHOLD
425,Customer#000000425,GBXQoapg,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-588-456-4616,HOUSEHOLD
426,Customer#000000426,lHlHeXsHPtK,ROMANIA  6,ROMANIA,EUROPE,29-169-221-8173,HOUSEHOLD
427,Customer#000000427,gjs3QUZ6YqlALPAIZt22,BRAZIL   5,BRAZIL,AMERICA,12-278-154-5262,MACHINERY
428,Customer#000000428,8o5HFtP3Tu1G4OjeXXf,VIETNAM  0,VIETNAM,ASIA,31-582-119-3249,BUILDING
429,Customer#000000429,H1py21faqlyWIQ8RK,MOROCCO  7,MOROCCO,AFRICA,25-602-810-8723,FURNITURE
430,Customer#000000430, YtLbnkkcAkLKG59zV,CANADA   2,CANADA,AMERICA,13-759-877-1870,BUILDING
431,Customer#000000431,adL83Q6hGK,FRANCE   4,FRANCE,EUROPE,16-946-641-1853,HOUSEHOLD
432,Customer#000000432,mnoCDJArKY0liRNkra,UNITED KI1,UNITED KINGDOM,EUROPE,33-449-227-3528,BUILDING
433,Customer#000000433,U3lxmXrM,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-470-380-2978,FURNITURE
